article_id,tag_id
cabccc79-87ac-4470-abc2-8caf01f8707d,9e835a4f-afcc-42ec-8155-2e51fe65078d
b9f4297c-fb2e-46b9-90bd-c99d367c1dea,9e835a4f-afcc-42ec-8155-2e51fe65078d
ff97d35f-d671-4254-81c9-631f963d630f,9e835a4f-afcc-42ec-8155-2e51fe65078d
8e86f548-e43a-4ab3-84c1-0edd94def1eb,9e835a4f-afcc-42ec-8155-2e51fe65078d
c40319aa-6529-48a9-ba89-762f5aee9312,61f39846-d29a-4700-8481-63a0b107c02d
4fc37351-9344-4f44-b576-dc8c7a7c5443,886af0fd-7f39-474e-82c3-0728d7079203
6cfb9880-f52f-4a49-b01e-c2d728663d48,fd3b18ee-b171-492a-83bf-41bd00c742c1
418e0548-9a66-4da5-b820-0bde7d68870b,fa16706d-7e3a-4ce2-9a8c-bbc9c04b5be1
418e0548-9a66-4da5-b820-0bde7d68870b,61f39846-d29a-4700-8481-63a0b107c02d
