id,kind,severity,reason,age_minutes,breaking_count,ticker_items,duration_ms,db_error,path,detail,created_at
fabc1631-54b9-4065-8b4f-0e1af9c76359,client_alert,critical,content_critical,28800,,8,,,/,"{""animated"": true}",2026-08-02 13:56:25.310775+00
cdd986d7-b5b5-4e8a-858f-249292906892,client_alert,critical,content_critical,29009,,8,,,/,"{""animated"": true}",2026-08-02 13:56:31.428688+00
b9fb6e4a-c691-47df-8646-3f7a12bdc5af,client_alert,critical,content_critical,29009,,8,,,/,"{""animated"": true}",2026-08-02 13:56:47.542033+00
31246f42-5b42-4450-ba95-c664867bde51,client_alert,critical,content_critical,28801,,8,,,/,"{""animated"": true}",2026-08-02 13:56:48.083732+00
3f3f760f-4511-43fa-8821-f36b0e92d183,client_alert,critical,content_critical,28802,,8,,,/,"{""animated"": true}",2026-08-02 13:58:05.054951+00
aa3b7d01-2f0e-4699-ba25-7b213359a9b4,client_alert,critical,content_critical,29010,,8,,,/,"{""animated"": true}",2026-08-02 13:58:09.727448+00
c4480141-7561-470d-8ff4-cd600c6cb001,client_alert,critical,content_critical,29011,,8,,,/,"{""animated"": true}",2026-08-02 13:59:03.033236+00
fc0dcece-95d0-433f-aa7e-9d482bb1c40f,client_alert,critical,content_critical,29016,,8,,,/,"{""animated"": true}",2026-08-02 14:04:03.423992+00
794dbc23-f489-4738-844a-391719a09275,client_alert,critical,content_critical,29019,,8,,,/,"{""animated"": true}",2026-08-02 14:06:35.669568+00
7ada2e84-285c-4137-8ba5-b39092adca7b,client_alert,critical,content_critical,29022,,8,,,/,"{""animated"": true}",2026-08-02 14:09:57.992005+00
8a136768-d3fd-4aaf-8389-a27295f478b2,client_alert,critical,content_critical,29025,,8,,,/,"{""animated"": true}",2026-08-02 14:12:28.663313+00
b666c87e-d9cb-4a7d-9692-ed3482287dbf,client_alert,critical,content_critical,29032,,8,,,/,"{""animated"": true}",2026-08-02 14:20:00.543528+00
aa3f5452-ceb1-4115-af3e-67c8d335e712,client_alert,critical,content_critical,29038,,8,,,/,"{""animated"": true}",2026-08-02 14:25:24.887657+00
773b1374-b472-4312-b138-4669879e181e,client_alert,critical,content_critical,29038,,8,,,/,"{""animated"": true}",2026-08-02 14:25:58.430759+00
9455c420-c608-4f44-9e29-821b26517049,client_alert,critical,content_critical,29040,,8,,,/,"{""animated"": true}",2026-08-02 14:27:40.349491+00
1f605eda-5be4-427b-b657-c511d15fd777,client_alert,critical,content_critical,29041,,8,,,/,"{""animated"": true}",2026-08-02 14:28:14.709847+00
25268c82-fdbc-4e2f-a328-bbf83840651d,client_alert,critical,content_critical,29041,,8,,,/,"{""animated"": true}",2026-08-02 14:28:53.868655+00
