id,article_slug,network,referrer,created_at
c20eaa9f-e76c-4ac0-96bf-ba5447bf16cd,ukraine-dement-les-accusations-de-moscou-sur-un-pretendu-soutien-au-m23-en-rdc-6,copy_link,https://lovable.dev/,2026-08-03 15:54:50.66059+00
